sentence_id,token_id,semiotic,before,class,after
1133,8,PLAIN,Namsskogan,RemainSelf,Namsskogan
1133,9,PLAIN,in,RemainSelf,in
1133,10,PLAIN,Nord,RemainSelf,Nord
1133,11,PLAIN,Trondelag,RemainSelf,Trondelag
1133,12,PLAIN,county,RemainSelf,county
1133,13,PUNCT,",",RemainSelf,","
1133,14,PLAIN,Norway,RemainSelf,Norway
1133,15,PUNCT,.,RemainSelf,.
1134,0,PLAIN,SlimPort,RemainSelf,SlimPort
1134,1,PLAIN,products,RemainSelf,products
1134,2,PLAIN,support,RemainSelf,support
1134,3,PLAIN,seamless,RemainSelf,seamless
1134,4,PLAIN,connectivity,RemainSelf,connectivity
1134,5,PLAIN,to,RemainSelf,to
1134,6,PLAIN,DisplayPort,RemainSelf,DisplayPort
1134,7,PUNCT,",",RemainSelf,","
1134,8,LETTERS,HDMI,ToBeNormalized,h d m i
1134,9,PLAIN,and,RemainSelf,and
1134,10,LETTERS,VGA,ToBeNormalized,v g a
1134,11,PLAIN,displays,RemainSelf,displays
1134,12,PUNCT,.,RemainSelf,.
1135,0,PLAIN,They,RemainSelf,They
1135,1,PLAIN,are,RemainSelf,are
1135,2,PLAIN,an,RemainSelf,an
1135,3,PLAIN,alternative,RemainSelf,alternative
1135,4,PLAIN,to,RemainSelf,to
1135,5,PLAIN,white,RemainSelf,white
1135,6,PLAIN,light,RemainSelf,light
1135,7,PLAIN,filters,RemainSelf,filters
1135,8,PUNCT,",",RemainSelf,","
1135,9,PLAIN,which,RemainSelf,which
1135,10,PUNCT,",",RemainSelf,","
1135,11,PLAIN,despite,RemainSelf,despite
1135,12,PLAIN,their,RemainSelf,their
1135,13,PLAIN,name,RemainSelf,name
1135,14,PUNCT,",",RemainSelf,","
1135,15,PLAIN,inherently,RemainSelf,inherently
1135,16,PLAIN,must,RemainSelf,must
1135,17,PLAIN,block,RemainSelf,block
1135,18,PLAIN,certain,RemainSelf,certain
1135,19,PLAIN,visible,RemainSelf,visible
1135,20,PLAIN,spectra,RemainSelf,spectra
1135,21,PUNCT,.,RemainSelf,.
1136,0,PLAIN,Barnes,RemainSelf,Barnes
1136,1,PUNCT,",",RemainSelf,","
1136,2,PLAIN,David,RemainSelf,David
1136,3,PLAIN,Hughes,RemainSelf,Hughes
1136,4,PUNCT,(,RemainSelf,(
1136,5,DATE,October 1968,ToBeNormalized,october nineteen sixty eight
1136,6,PUNCT,),RemainSelf,)
1136,7,PUNCT,.,RemainSelf,.
1137,0,PLAIN,Pitt's,RemainSelf,Pitt's
1137,1,DATE,2011,ToBeNormalized,twenty eleven
1137,2,PLAIN,Women's,RemainSelf,Women's
1137,3,PLAIN,Recruiting,RemainSelf,Recruiting
1137,4,PLAIN,Class,RemainSelf,Class
1137,5,PLAIN,was,RemainSelf,was
1137,6,PLAIN,ranked,RemainSelf,ranked
1137,7,ORDINAL,18th,ToBeNormalized,eighteenth
1137,8,PLAIN,by,RemainSelf,by
1137,9,LETTERS,ESPN's,ToBeNormalized,e s p n's
1137,10,PLAIN,Hoopgurlz,RemainSelf,Hoopgurlz
1137,11,PLAIN,and,RemainSelf,and
1137,12,ORDINAL,23rd,ToBeNormalized,twenty third
1137,13,PLAIN,by,RemainSelf,by
1137,14,PLAIN,All,RemainSelf,All
1137,15,PLAIN,Star,RemainSelf,Star
1137,16,PLAIN,Girls,RemainSelf,Girls
1137,17,PLAIN,Report,RemainSelf,Report
1137,18,PUNCT,.,RemainSelf,.
1138,0,PLAIN,Downloadable,RemainSelf,Downloadable
1138,1,PLAIN,Google,RemainSelf,Google
1138,2,PLAIN,Books,RemainSelf,Books
1138,3,PUNCT,.,RemainSelf,.
1139,0,PLAIN,Wellington,RemainSelf,Wellington
1139,1,PUNCT,:,RemainSelf,:
1139,2,PLAIN,Victoria,RemainSelf,Victoria
1139,3,PLAIN,University,RemainSelf,University
1139,4,PLAIN,Press,RemainSelf,Press
1139,5,PUNCT,",",RemainSelf,","
1139,6,DATE,2001,ToBeNormalized,two thousand one
1139,7,PUNCT,.,RemainSelf,.
1140,0,PLAIN,Leave,RemainSelf,Leave
1140,1,PLAIN,the,RemainSelf,the
1140,2,PLAIN,trimmings,RemainSelf,trimmings
1140,3,CARDINAL,2 ,ToBeNormalized,two
1140,4,PLAIN,to,RemainSelf,to
1140,5,PLAIN,the,RemainSelf,the
1140,6,PLAIN,side,RemainSelf,side
1140,7,PLAIN,for,RemainSelf,for
1140,8,PLAIN,now,RemainSelf,now
1140,9,PUNCT,.,RemainSelf,.
1141,0,PLAIN,The,RemainSelf,The
1141,1,PLAIN,fleet,RemainSelf,fleet
1141,2,PLAIN,was,RemainSelf,was
1141,3,PLAIN,at,RemainSelf,at
1141,4,PLAIN,its,RemainSelf,its
1141,5,PLAIN,peak,RemainSelf,peak
1141,6,PLAIN,with,RemainSelf,with
1141,7,CARDINAL,189,ToBeNormalized,one hundred eighty nine
1141,8,PLAIN,ships,RemainSelf,ships
1141,9,PLAIN,in,RemainSelf,in
1141,10,DATE,July 1965,ToBeNormalized,july nineteen sixty five
1141,11,PUNCT,.,RemainSelf,.
1142,0,PLAIN,Jungo,RemainSelf,Jungo
1142,1,PLAIN,ltd,ToBeNormalized,limited
1142,2,PLAIN,became,RemainSelf,became
1142,3,PLAIN,part,RemainSelf,part
1142,4,PLAIN,of,RemainSelf,of
1142,5,PLAIN,Cisco,RemainSelf,Cisco
1142,6,PLAIN,in,RemainSelf,in
1142,7,DATE,2012,ToBeNormalized,twenty twelve
1142,8,PUNCT,.,RemainSelf,.
1143,0,PLAIN,Fittipaldo,RemainSelf,Fittipaldo
1143,1,PUNCT,",",RemainSelf,","
1143,2,PLAIN,Ray,RemainSelf,Ray
1143,3,PUNCT,(,RemainSelf,(
1143,4,DATE,2011-10-14,ToBeNormalized,the fourteenth of october twenty eleven
1143,5,PUNCT,),RemainSelf,)
1143,6,PUNCT,.,RemainSelf,.
1144,0,PLAIN,DisplayID,RemainSelf,DisplayID
1144,1,PLAIN,is,RemainSelf,is
1144,2,PLAIN,designed,RemainSelf,designed
1144,3,PLAIN,to,RemainSelf,to
1144,4,PLAIN,replace,RemainSelf,replace
1144,5,PLAIN,the,RemainSelf,the
1144,6,PLAIN,E,RemainSelf,E
1144,7,LETTERS,EDID,ToBeNormalized,e d i d
1144,8,PLAIN,standard,RemainSelf,standard
1144,9,PUNCT,.,RemainSelf,.
1145,0,PUNCT,"""",RemainSelf,""""
1145,1,PLAIN,World,RemainSelf,World
1145,2,PLAIN,Pyraloidea,RemainSelf,Pyraloidea
1145,3,PLAIN,Database,RemainSelf,Database
1145,4,PUNCT,"""",RemainSelf,""""
1145,5,PUNCT,.,RemainSelf,.
1146,0,PLAIN,San,RemainSelf,San
1146,1,PLAIN,Bernardino,RemainSelf,Bernardino
1146,2,PLAIN,County,RemainSelf,County
1146,3,DATE,Sun. 17 May 1974,ToBeNormalized,sunday the seventeenth of may nineteen seventy four
1146,4,PUNCT,.,RemainSelf,.
1147,0,PLAIN,In,RemainSelf,In
1147,1,DATE,September 1932,ToBeNormalized,september nineteen thirty two
1147,2,PUNCT,",",RemainSelf,","
1147,3,PLAIN,Gates,RemainSelf,Gates
1147,4,PLAIN,was,RemainSelf,was
1147,5,PLAIN,not,RemainSelf,not
1147,6,PLAIN,re,RemainSelf,re
1147,7,PLAIN,nominated,RemainSelf,nominated
1147,8,PLAIN,by,RemainSelf,by
1147,9,PLAIN,the,RemainSelf,the
1147,10,PLAIN,Republicans,RemainSelf,Republicans
1147,11,PLAIN,for,RemainSelf,for
1147,12,PLAIN,his,RemainSelf,his
1147,13,PLAIN,Senate,RemainSelf,Senate
1147,14,PLAIN,seat,RemainSelf,seat
1147,15,PUNCT,.,RemainSelf,.
1148,0,PUNCT,"""",RemainSelf,""""
1148,1,PLAIN,South,RemainSelf,South
1148,2,PLAIN,Prong,RemainSelf,Prong
1148,3,PLAIN,Lewis,RemainSelf,Lewis
1148,4,PLAIN,Fork,RemainSelf,Fork
1148,5,PUNCT,"""",RemainSelf,""""
1148,6,PUNCT,.,RemainSelf,.
1149,0,PLAIN,On,RemainSelf,On
1149,1,PLAIN,the,RemainSelf,the
1149,2,PLAIN,Chinese,RemainSelf,Chinese
1149,3,PLAIN,side,RemainSelf,side
1149,4,PLAIN,of,RemainSelf,of
1149,5,PLAIN,the,RemainSelf,the
1149,6,PLAIN,border,RemainSelf,border
1149,7,PLAIN,is,RemainSelf,is
1149,8,PLAIN,Tashkurgan,RemainSelf,Tashkurgan
1149,9,PLAIN,Tajik,RemainSelf,Tajik
1149,10,PLAIN,Autonomous,RemainSelf,Autonomous
1149,11,PLAIN,County,RemainSelf,County
1149,12,PLAIN,of,RemainSelf,of
1149,13,PLAIN,Xinjiang,RemainSelf,Xinjiang
1149,14,PLAIN,Uyghur,RemainSelf,Uyghur
1149,15,PLAIN,Autonomous,RemainSelf,Autonomous
1149,16,PLAIN,Region,RemainSelf,Region
1149,17,PUNCT,.,RemainSelf,.
1150,0,PUNCT,"""",RemainSelf,""""
1150,1,PLAIN,Pitt,RemainSelf,Pitt
1150,2,PLAIN,Women's,RemainSelf,Women's
1150,3,PLAIN,Basketball,RemainSelf,Basketball
1150,4,PLAIN,Holds,RemainSelf,Holds
1150,5,PLAIN,Media,RemainSelf,Media
1150,6,PLAIN,Day,RemainSelf,Day
1150,7,PUNCT,"""",RemainSelf,""""
1150,8,PUNCT,.,RemainSelf,.
1151,0,PUNCT,"""",RemainSelf,""""
1151,1,PLAIN,Lipid,RemainSelf,Lipid
1151,2,PLAIN,and,RemainSelf,and
1151,3,PLAIN,fatty,RemainSelf,fatty
1151,4,PLAIN,acid,RemainSelf,acid
1151,5,PLAIN,composition,RemainSelf,composition
1151,6,PLAIN,of,RemainSelf,of
1151,7,PLAIN,the,RemainSelf,the
1151,8,PLAIN,green,RemainSelf,green
1151,9,PLAIN,oleaginous,RemainSelf,oleaginous
1151,10,PLAIN,alga,RemainSelf,alga
1151,11,PLAIN,Parietochloris,RemainSelf,Parietochloris
1151,12,PLAIN,incisa,RemainSelf,incisa
1151,13,PUNCT,",",RemainSelf,","
1151,14,PLAIN,the,RemainSelf,the
1151,15,PLAIN,richest,RemainSelf,richest
1151,16,PLAIN,plant,RemainSelf,plant
1151,17,PLAIN,source,RemainSelf,source
1151,18,PLAIN,of,RemainSelf,of
1151,19,PLAIN,arachidonic,RemainSelf,arachidonic
1151,20,PLAIN,acid,RemainSelf,acid
1151,21,PUNCT,"""",RemainSelf,""""
1151,22,PUNCT,.,RemainSelf,.
1152,0,PLAIN,Retrieved,RemainSelf,Retrieved
1152,1,DATE,2 January 2010,ToBeNormalized,the second of january twenty ten
1152,2,PUNCT,.,RemainSelf,.
1153,0,PLAIN,Retrieved,RemainSelf,Retrieved
1153,1,DATE,"January 5, 2015",ToBeNormalized,january fifth twenty fifteen
1153,2,PUNCT,.,RemainSelf,.
1154,0,PLAIN,Wolters,RemainSelf,Wolters
1154,1,PUNCT,",",RemainSelf,","
1154,2,LETTERS,M.,ToBeNormalized,m
1154,3,PUNCT,(,RemainSelf,(
1154,4,DATE,2005,ToBeNormalized,two thousand five
1154,5,PUNCT,),RemainSelf,)
1154,6,PUNCT,.,RemainSelf,.
1155,0,PLAIN,There,RemainSelf,There
1155,1,PLAIN,is,RemainSelf,is
1155,2,PLAIN,no,RemainSelf,no
1155,3,PLAIN,modern,RemainSelf,modern
1155,4,PLAIN,road,RemainSelf,road
1155,5,PLAIN,through,RemainSelf,through
1155,6,PLAIN,the,RemainSelf,the
1155,7,PLAIN,corridor,RemainSelf,corridor
1155,8,PUNCT,.,RemainSelf,.
1156,0,PLAIN,Reinforcing,RemainSelf,Reinforcing
1156,1,PLAIN,themselves,RemainSelf,themselves
1156,2,PUNCT,",",RemainSelf,","
1156,3,PLAIN,Haug's,RemainSelf,Haug's
1156,4,PLAIN,ideas,RemainSelf,ideas
1156,5,PLAIN,came,RemainSelf,came
1156,6,PLAIN,to,RemainSelf,to
1156,7,PLAIN,be,RemainSelf,be
1156,8,PLAIN,iterated,RemainSelf,iterated
1156,9,PLAIN,so,RemainSelf,so
1156,10,PLAIN,often,RemainSelf,often
1156,11,PLAIN,that,RemainSelf,that
1156,12,PLAIN,they,RemainSelf,they
1156,13,PLAIN,are,RemainSelf,are
1156,14,PLAIN,today,RemainSelf,today
1156,15,PLAIN,almost,RemainSelf,almost
1156,16,PLAIN,universally,RemainSelf,universally
1156,17,PLAIN,accepted,RemainSelf,accepted
1156,18,PLAIN,as,RemainSelf,as
1156,19,PLAIN,doctrine,RemainSelf,doctrine
1156,20,PUNCT,.,RemainSelf,.
1157,0,PLAIN,They,RemainSelf,They
1157,1,PLAIN,do,RemainSelf,do
1157,2,PLAIN,not,RemainSelf,not
1157,3,PLAIN,properly,RemainSelf,properly
1157,4,PLAIN,pass,RemainSelf,pass
1157,5,PLAIN,through,RemainSelf,through
1157,6,PLAIN,the,RemainSelf,the
1157,7,PLAIN,screen,RemainSelf,screen
1157,8,PLAIN,due,RemainSelf,due
1157,9,PLAIN,to,RemainSelf,to
1157,10,PLAIN,excess,RemainSelf,excess
1157,11,PLAIN,movement,RemainSelf,movement
1157,12,PUNCT,.,RemainSelf,.
1158,0,PLAIN,Climate,RemainSelf,Climate
1158,1,PLAIN,Summary,RemainSelf,Summary
1158,2,PLAIN,for,RemainSelf,for
1158,3,PLAIN,Loudon,RemainSelf,Loudon
1158,4,PUNCT,",",RemainSelf,","
1158,5,PLAIN,Tennessee,RemainSelf,Tennessee
1158,6,PUNCT,"""",RemainSelf,""""
1158,7,ELECTRONIC,Weatherbase.com,ToBeNormalized,w e a t h e r b a s e dot c o m
1158,8,PUNCT,"""",RemainSelf,""""
1158,9,PUNCT,.,RemainSelf,.
1159,0,PLAIN,Prime,RemainSelf,Prime
1159,1,PLAIN,Minister's,RemainSelf,Minister's
1159,2,PLAIN,Department,RemainSelf,Department
1159,3,PUNCT,.,RemainSelf,.
1160,0,PLAIN,He,RemainSelf,He
1160,1,PLAIN,spun,RemainSelf,spun
1160,2,PLAIN,and,RemainSelf,and
1160,3,PLAIN,crashed,RemainSelf,crashed
1160,4,PLAIN,in,RemainSelf,in
1160,5,PLAIN,turn,RemainSelf,turn
1160,6,PLAIN,four,RemainSelf,four
1160,7,PUNCT,",",RemainSelf,","
1160,8,PLAIN,breaking,RemainSelf,breaking
1160,9,PLAIN,bones,RemainSelf,bones
1160,10,PLAIN,in,RemainSelf,in
1160,11,PLAIN,his,RemainSelf,his
1160,12,PLAIN,left,RemainSelf,left
1160,13,PLAIN,foot,RemainSelf,foot
1160,14,PLAIN,and,RemainSelf,and
1160,15,PLAIN,fracturing,RemainSelf,fracturing
1160,16,PLAIN,his,RemainSelf,his
1160,17,PLAIN,left,RemainSelf,left
1160,18,PLAIN,leg,RemainSelf,leg
1160,19,PUNCT,.,RemainSelf,.
1161,0,PLAIN,Next,RemainSelf,Next
1161,1,PLAIN,the,RemainSelf,the
1161,2,PLAIN,bailiff,RemainSelf,bailiff
1161,3,PLAIN,asks,RemainSelf,asks
1161,4,PLAIN,how,RemainSelf,how
1161,5,PLAIN,far,RemainSelf,far
1161,6,PLAIN,it,RemainSelf,it
1161,7,PLAIN,is,RemainSelf,is
1161,8,PLAIN,to,RemainSelf,to
1161,9,PLAIN,the,RemainSelf,the
1161,10,PLAIN,inn,RemainSelf,inn
1161,11,PUNCT,.,RemainSelf,.
1162,0,DATE,14 May 2013,ToBeNormalized,the fourteenth of may twenty thirteen
1162,1,PUNCT,.,RemainSelf,.
1163,0,PLAIN,Arthur,RemainSelf,Arthur
1163,1,PLAIN,Hawes's,RemainSelf,Hawes's
1163,2,PLAIN,careers,RemainSelf,careers
1163,3,PLAIN,stats,RemainSelf,stats
1163,4,PLAIN,at,RemainSelf,at
1163,5,PLAIN,The,RemainSelf,The
1163,6,PLAIN,Stat,RemainSelf,Stat
1163,7,PLAIN,Cat,RemainSelf,Cat
1163,8,PUNCT,"""",RemainSelf,""""
1163,9,PLAIN,Sunderland,RemainSelf,Sunderland
1163,10,CARDINAL,5,ToBeNormalized,five
1163,11,PLAIN,-,ToBeNormalized,to
1163,12,CARDINAL,0,ToBeNormalized,zero
1163,13,PLAIN,West,RemainSelf,West
1163,14,PLAIN,Bromwich,RemainSelf,Bromwich
1163,15,PLAIN,Albion,RemainSelf,Albion
1163,16,PUNCT,"""",RemainSelf,""""
1163,17,PUNCT,.,RemainSelf,.
1164,0,PUNCT,"""",RemainSelf,""""
1164,1,PLAIN,I'm,RemainSelf,I'm
1164,2,PLAIN,going,RemainSelf,going
1164,3,PLAIN,to,RemainSelf,to
1164,4,PLAIN,tar,RemainSelf,tar
1164,5,PLAIN,her,RemainSelf,her
1164,6,PUNCT,",",RemainSelf,","
1164,7,PUNCT,"""",RemainSelf,""""
1164,8,PLAIN,says,RemainSelf,says
1164,9,PLAIN,the,RemainSelf,the
1164,10,PLAIN,ferryman,RemainSelf,ferryman
1164,11,PUNCT,.,RemainSelf,.
1165,0,PLAIN,Concinnae,RemainSelf,Concinnae
1165,1,PUNCT,(,RemainSelf,(
1165,2,CARDINAL,3,ToBeNormalized,three
1165,3,PLAIN,species,RemainSelf,species
1165,4,PUNCT,),RemainSelf,)
1165,5,PLAIN,D,RemainSelf,D
1165,6,PUNCT,.,RemainSelf,.
1165,7,PLAIN,ser,RemainSelf,ser
1165,8,PUNCT,.,RemainSelf,.
1166,0,PLAIN,Four,RemainSelf,Four
1166,1,PLAIN,more,RemainSelf,more
1166,2,PLAIN,crashes,RemainSelf,crashes
1166,3,PLAIN,occurred,RemainSelf,occurred
1166,4,PUNCT,",",RemainSelf,","
1166,5,PLAIN,bringing,RemainSelf,bringing
1166,6,PLAIN,the,RemainSelf,the
1166,7,PLAIN,total,RemainSelf,total
1166,8,PLAIN,for,RemainSelf,for
1166,9,PLAIN,the,RemainSelf,the
1166,10,PLAIN,month,RemainSelf,month
1166,11,PLAIN,to,RemainSelf,to
1166,12,PLAIN,twelve,RemainSelf,twelve
1166,13,PUNCT,.,RemainSelf,.
1167,0,PLAIN,University,RemainSelf,University
1167,1,PLAIN,of,RemainSelf,of
1167,2,PLAIN,Western,RemainSelf,Western
1167,3,PLAIN,Australian,RemainSelf,Australian
1167,4,PUNCT,(,RemainSelf,(
1167,5,LETTERS,UWA,ToBeNormalized,u w a
1167,6,PUNCT,),RemainSelf,)
1167,7,PLAIN,Press,RemainSelf,Press
1167,8,PUNCT,.,RemainSelf,.
1168,0,PLAIN,Ketty,RemainSelf,Ketty
1168,1,PLAIN,Lykke,RemainSelf,Lykke
1168,2,PUNCT,",",RemainSelf,","
1168,3,PUNCT,"""",RemainSelf,""""
1168,4,PLAIN,Historie,RemainSelf,Historie
1168,5,PLAIN,om,RemainSelf,om
1168,6,PLAIN,Onslev,RemainSelf,Onslev
1168,7,VERBATIM,&,ToBeNormalized,and
1168,8,PLAIN,Eskilstrup,RemainSelf,Eskilstrup
1168,9,PUNCT,"""",RemainSelf,""""
1168,10,PUNCT,",",RemainSelf,","
1168,11,PLAIN,Eskilstrup,RemainSelf,Eskilstrup
1168,12,PLAIN,By,RemainSelf,By
1168,13,VERBATIM,&,ToBeNormalized,and
1168,14,PLAIN,Omegns,RemainSelf,Omegns
1168,15,PLAIN,Beboerforening,RemainSelf,Beboerforening
1168,16,PUNCT,.,RemainSelf,.
1169,0,DATE,29 August 1911,ToBeNormalized,the twenty ninth of august nineteen eleven
1169,1,PUNCT,.,RemainSelf,.
1170,0,PUNCT,"""",RemainSelf,""""
1170,1,PLAIN,Tom,RemainSelf,Tom
1170,2,PLAIN,Hanks',RemainSelf,Hanks'
1170,3,PUNCT,',RemainSelf,'
1170,4,PLAIN,Inferno,RemainSelf,Inferno
1170,5,PUNCT,',RemainSelf,'
1170,6,PLAIN,Shifts,RemainSelf,Shifts
1170,7,PLAIN,Opening,RemainSelf,Opening
1170,8,PLAIN,to,RemainSelf,to
1170,9,DATE,2016,ToBeNormalized,twenty sixteen
1170,10,PUNCT,"""",RemainSelf,""""
1170,11,PUNCT,.,RemainSelf,.
1171,0,PLAIN,Billot,RemainSelf,Billot
1171,1,PUNCT,",",RemainSelf,","
1171,2,PLAIN,Philippe,RemainSelf,Philippe
1171,3,PUNCT,(,RemainSelf,(
1171,4,DATE,"December 29, 2011",ToBeNormalized,december twenty ninth twenty eleven
1171,5,PUNCT,),RemainSelf,)
1171,6,PUNCT,.,RemainSelf,.
1172,0,PLAIN,Ormazd,RemainSelf,Ormazd
1172,1,PLAIN,and,RemainSelf,and
1172,2,PLAIN,Ahriman,RemainSelf,Ahriman
1172,3,PLAIN,feature,RemainSelf,feature
1172,4,PLAIN,heavily,RemainSelf,heavily
1172,5,PLAIN,in,RemainSelf,in
1172,6,PLAIN,the,RemainSelf,the
1172,7,PLAIN,Philip,RemainSelf,Philip
1172,8,LETTERS,K.,ToBeNormalized,k
1172,9,PLAIN,Dick,RemainSelf,Dick
1172,10,PLAIN,novel,RemainSelf,novel
1172,11,PLAIN,The,RemainSelf,The
1172,12,PLAIN,Cosmic,RemainSelf,Cosmic
1172,13,PLAIN,Puppets,RemainSelf,Puppets
1172,14,PUNCT,.,RemainSelf,.
1173,0,PLAIN,The,RemainSelf,The
1173,1,PLAIN,Marine,RemainSelf,Marine
1173,2,PLAIN,algae,RemainSelf,algae
1173,3,PLAIN,of,RemainSelf,of
1173,4,PLAIN,New,RemainSelf,New
1173,5,PLAIN,Zealand,RemainSelf,Zealand
1173,6,PUNCT,.,RemainSelf,.
1174,0,PLAIN,The,RemainSelf,The
1174,1,PLAIN,Venture,RemainSelf,Venture
1174,2,PLAIN,was,RemainSelf,was
1174,3,PLAIN,replaced,RemainSelf,replaced
1174,4,PLAIN,with,RemainSelf,with
1174,5,PLAIN,Uplander,RemainSelf,Uplander
1174,6,PUNCT,.,RemainSelf,.
1175,0,PLAIN,Victoria,RemainSelf,Victoria
1175,1,PLAIN,County,RemainSelf,County
1175,2,PLAIN,History,RemainSelf,History
1175,3,PLAIN,of,RemainSelf,of
1175,4,PLAIN,Sussex,RemainSelf,Sussex
1175,5,PUNCT,.,RemainSelf,.
1176,0,PUNCT,"""",RemainSelf,""""
1176,1,LETTERS,J.K.,ToBeNormalized,j k
1176,2,PLAIN,Rowling,RemainSelf,Rowling
1176,3,PLAIN,Responds,RemainSelf,Responds
1176,4,PLAIN,to,RemainSelf,to
1176,5,PLAIN,Katrina,RemainSelf,Katrina
1176,6,PLAIN,Pierson's,RemainSelf,Pierson's
1176,7,DATE,2012,ToBeNormalized,twenty twelve
1176,8,PUNCT,"""",RemainSelf,""""
1176,9,PLAIN,Pure,RemainSelf,Pure
1176,10,PLAIN,Breed,RemainSelf,Breed
1176,11,PUNCT,"""",RemainSelf,""""
1176,12,PLAIN,Comments,RemainSelf,Comments
1176,13,PLAIN,in,RemainSelf,in
1176,14,PLAIN,Signature,RemainSelf,Signature
1176,15,PLAIN,Style,RemainSelf,Style
1176,16,PUNCT,"""",RemainSelf,""""
1176,17,PUNCT,.,RemainSelf,.
1177,0,PLAIN,It,RemainSelf,It
1177,1,PLAIN,is,RemainSelf,is
1177,2,PLAIN,located,RemainSelf,located
1177,3,PLAIN,in,RemainSelf,in
1177,4,PLAIN,the,RemainSelf,the
1177,5,PLAIN,Myjava,RemainSelf,Myjava
1177,6,PLAIN,Hills,RemainSelf,Hills
1177,7,PLAIN,close,RemainSelf,close
1177,8,PLAIN,to,RemainSelf,to
1177,9,PLAIN,the,RemainSelf,the
1177,10,PLAIN,Little,RemainSelf,Little
1177,11,PLAIN,Carpathians,RemainSelf,Carpathians
1177,12,PLAIN,as,RemainSelf,as
1177,13,PLAIN,well,RemainSelf,well
1177,14,PLAIN,as,RemainSelf,as
1177,15,PLAIN,the,RemainSelf,the
1177,16,PLAIN,White,RemainSelf,White
1177,17,PLAIN,Carpathians,RemainSelf,Carpathians
1177,18,PUNCT,.,RemainSelf,.
1178,0,PLAIN,This,RemainSelf,This
1178,1,PLAIN,article,RemainSelf,article
1178,2,PLAIN,incorporates,RemainSelf,incorporates
1178,3,PLAIN,public,RemainSelf,public
1178,4,PLAIN,domain,RemainSelf,domain
1178,5,PLAIN,material,RemainSelf,material
1178,6,PLAIN,from,RemainSelf,from
1178,7,PLAIN,websites,RemainSelf,websites
1178,8,PLAIN,or,RemainSelf,or
1178,9,PLAIN,documents,RemainSelf,documents
1178,10,PLAIN,of,RemainSelf,of
1178,11,PLAIN,the,RemainSelf,the
1178,12,PLAIN,Air,RemainSelf,Air
1178,13,PLAIN,Force,RemainSelf,Force
1178,14,PLAIN,Historical,RemainSelf,Historical
1178,15,PLAIN,Research,RemainSelf,Research
1178,16,PLAIN,Agency,RemainSelf,Agency
1178,17,PUNCT,.,RemainSelf,.
1179,0,PLAIN,The,RemainSelf,The
1179,1,PLAIN,Defender,RemainSelf,Defender
1179,2,PLAIN,is,RemainSelf,is
1179,3,PLAIN,not,RemainSelf,not
1179,4,PLAIN,subordinated,RemainSelf,subordinated
1179,5,PLAIN,to,RemainSelf,to
1179,6,PLAIN,any,RemainSelf,any
1179,7,PLAIN,central,RemainSelf,central
1179,8,PLAIN,or,RemainSelf,or
1179,9,PLAIN,local,RemainSelf,local
1179,10,PLAIN,self,RemainSelf,self
1179,11,PLAIN,governing,RemainSelf,governing
1179,12,PLAIN,agency,RemainSelf,agency
1179,13,PLAIN,or,RemainSelf,or
1179,14,PLAIN,official,RemainSelf,official
1179,15,PUNCT,.,RemainSelf,.
1180,0,PLAIN,The,RemainSelf,The
1180,1,PLAIN,noted,RemainSelf,noted
1180,2,PLAIN,Zawaya,RemainSelf,Zawaya
1180,3,PLAIN,cleric,RemainSelf,cleric
1180,4,PLAIN,Sidi,RemainSelf,Sidi
1180,5,PLAIN,al,RemainSelf,al
1180,6,PLAIN,Mukhtar,RemainSelf,Mukhtar
1180,7,PLAIN,al,RemainSelf,al
1180,8,PLAIN,Kunti,RemainSelf,Kunti
1180,9,PUNCT,(,RemainSelf,(
1180,10,DATE,1729,ToBeNormalized,seventeen twenty nine
1180,11,PLAIN,-,ToBeNormalized,to
1180,12,DATE,1811,ToBeNormalized,eighteen eleven
1180,13,PUNCT,),RemainSelf,)
1180,14,PLAIN,was,RemainSelf,was
1180,15,PLAIN,born,RemainSelf,born
1180,16,PLAIN,in,RemainSelf,in
1180,17,PLAIN,the,RemainSelf,the
1180,18,PLAIN,Erg,RemainSelf,Erg
1180,19,PLAIN,Oralla,RemainSelf,Oralla
1180,20,PLAIN,region,RemainSelf,region
1180,21,PLAIN,to,RemainSelf,to
1180,22,PLAIN,the,RemainSelf,the
1180,23,PLAIN,north,RemainSelf,north
1180,24,PLAIN,of,RemainSelf,of
1180,25,PLAIN,Mabrouk,RemainSelf,Mabrouk
1180,26,PUNCT,.,RemainSelf,.
1181,0,PLAIN,Thus,RemainSelf,Thus
1181,1,PUNCT,",",RemainSelf,","
1181,2,PLAIN,this,RemainSelf,this
1181,3,PLAIN,group,RemainSelf,group
1181,4,PLAIN,is,RemainSelf,is
1181,5,PLAIN,being,RemainSelf,being
1181,6,PLAIN,compensated,RemainSelf,compensated
1181,7,PLAIN,for,RemainSelf,for
1181,8,PLAIN,past,RemainSelf,past
1181,9,PLAIN,lack,RemainSelf,lack
1181,10,PLAIN,of,RemainSelf,of
1181,11,PLAIN,employment,RemainSelf,employment
1181,12,PUNCT,.,RemainSelf,.
1182,0,PLAIN,The,RemainSelf,The
1182,1,PLAIN,Borg,RemainSelf,Borg
1182,2,PLAIN,are,RemainSelf,are
1182,3,PLAIN,a,RemainSelf,a
1182,4,PLAIN,major,RemainSelf,major
1182,5,PLAIN,source,RemainSelf,source
1182,6,PLAIN,of,RemainSelf,of
